ID;Control;Caption1;Caption2;Drawing artist;Copyright;Author1;Author2;Author3;Author4;Year;Title;Journal;Volume;Field0;ControlPublication
96;Fig. 96 Calliandra tergemina var. emarginata (Humb. & Bonpl. ex Willd.) Barneby, Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: frutos.";Dibujado según M. Renderos & al. 585 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
97;Fig. 97 Inga calderonii Standl., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: raquis con nectario; D: frutos.";"A, B, C según F. Chinchilla s.n. [ISB00054] (LAGU); D según R. López 22 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
98;Fig. 98 Inga flexuosa Schltdl., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencia; B: raquis con nectario; C: flor; D: frutos.";"A, B, C según J. Monterrosa & R. A. Carballo 263 (LAGU); D según J. Monterrosa & R. A. Carballo 325 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
99;Fig. 99 Inga oerstediana Benth., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: raquis con nectario; C: flor; D: fruto.";"A, B, C según P. Cabezas s.n. [JBL00508] (LAGU); D según J. M. Rosales 2460 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
100;Fig. 100 Inga paterno Harms, Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: raquis con nectario; C: flor; D: fruto.";Dibujado según R. Villacorta 266 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
101;Fig. 101 Inga pavoniana G.Don., Leguminosae-Mimosoideae;"A: rama con hoja e inflorescencia; B: inflorescencia; C: fruto; D: flor; E: raquis con nectario interfoliolar.";Dibujado según E. Sandoval & M. Sandoval 863 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
102;Fig. 102 Inga punctata Willd., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: fruto; D: raquis con nectario.";"A, D según M. Sandoval & E. Sandoval 314 (LAGU); B según W. Berendsohn & al. 1607 (LAGU); C según A. Mangandi & al. s.n. [JBL04465] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
103;Fig. 103 Leucaena leucocephala subsp. glabrata (Rose) Zárate, Leguminosae-Mimosoideae;"A: rama con hoja e inflorescencias; B: flor; C: frutos; D: nectario pinna proximal; E: nectario pinna distal.";Dibujado según P. Lemus s.n. [WB-01209] (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
104;Fig. 104 Leucaena shannonii Donn.Sm., Leguminosae-Mimosoideae;"A: rama con hoja e inflorescencias; B: nectario peciolar; C: inflorescencia; D: flor; E: frutos.";Dibujado según C. E. Hughes & G. P. Lewis 1245 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
105;Fig. 105 Leucaena trichandra (Zucc.) Urb., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: inflorescencia; C: flor; D, E: nectario entre pinnas; F: frutos.";"A, D, E según F. Chinchilla s.n. [ISB00417] (LAGU); B, C según A. Sermeño 5 [JBL00937] (LAGU); F según E. Sandoval & F. Chinchilla 258 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
106;Fig. 106 Lysiloma acapulcense (Kunth) Benth., Leguminosae-Mimosoideae;"A: rama con hoja e inflorescencias; B: flor; C: frutos; D: nectario entre pinnas distales; E: nectario peciolar cerca pinna proximal.";"A, D, E según G. P. Lewis & al. 1742 (LAGU); B según A. R. Turish s.n. [JBL00076] (LAGU); C según J. Monterrosa & al. 85 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
107;Fig. 107 Mimosa acantholoba var. seticuspis (Barneby) R.Grether, Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: inflorescencia; D: frutos.";Dibujado según C. E. Hughes & al. 1256 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
108;Fig. 108 Mimosa platycarpa Benth. var. platycarpa, Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: parte de inflorescencia; D: rama con espina; E: frutos.";"A, B, C, D según R. Villacorta & R. Campos 2444 (LAGU); E según M. L. Reyna 1435 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
109;Fig. 109 Mimosa tenuiflora (Willd.) Poir., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencia; B: flor; C: parte de rama con espina y tricomas glandulares; D: raquis con folíolos; E: frutos.";"A, B, C, D según M. L. Reyna 1434 (LAGU); E según M. L. Reyna 1429 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
110;Fig. 110 Piptadenia flava (Spreng. ex DC.) Benth., Leguminosae-Mimosoideae;"A: rama con hoja e inflorescencias; B: parte de inflorescencia; C: flor; D: frutos; E: nectario peciolar.";"A, B, C, E según J. M. Rosales 1363 (LAGU); D según J. M. Rosales 9 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
111;Fig. 111 Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencia; B: parte de inflorescencia; C: fruto; D, E: nectario peciolar.";"A, D, E según R. A. Carballo 802 (LAGU); B según J. M. Rosales 443 (LAGU); C según M. L. Reyna 1422 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
112;Fig. 112 Prosopis juliflora (Sw.) DC., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencia; B: parte de inflorescencia; C: flor; D: frutos; E: nectarios entre pinnas.";"A, E según R. Villacorta 565 (LAGU); B, C según R. Aparicio & R. Hernández 18 (LAGU); D según A. Núñez & al. 1 [AMT00001] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
113;Fig. 113 Zapoteca formosa (Kunth) H.M.Hern. subsp. formosa, Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: inflorescencia; C: flor; D: frutos.";"A, B según R. Villacorta & E. de Flores 388 (LAGU); C según R. Cruz s.n. [WB-01122] (LAGU); D según M. Renderos & R. Villacorta 287 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
114;Fig. 114 Zapoteca formosa subsp. salvadorensis (Britton & Rose) H.M.Hern., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: folíolo; D: frutos.";"A, B, C según M. Smeets & F. Quiñónez MART 214 [MAG00214] (LAGU); D según imagen del isolectotipo P. C. Standley 20452, Tropicos 2 may 2007.";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
115;Fig. 115 Zapoteca portoricensis (Jacq.) H.M.Hern. subsp. portoricensis, Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencia; B: flor; C: frutos.";"A según G. P. Lewis & al. 1749 (LAGU); B según V. M. Martínez s.n. [CMC01099] (LAGU); C según R. A. Carballo & al. 176 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
116;Fig. 116 Zapoteca tetragona (Willd.) H.M.Hern., Leguminosae-Mimosoideae;"A: rama con hojas e inflorescencias; B: flor; C: frutos.";"A según W. Berendsohn 280 (LAGU); B según R. Cruz s.n. [RV-00202] (LAGU); C según J. M. Rosales 1912 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
117;Fig. 117 Clitoria glaberrima Pittier, Leguminosae-Papilionoideae;"A: rama con hojas; B: flor; C: frutos.";Dibujado según R. A. Carballo & H. Castaneda 28 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
118;Fig. 118 Dalbergia calycina Benth., Leguminosae-Papilionoideae;"A: rama con hojas; B: parte de inflorescencia; C: flor; D: frutos.";Dibujado según V. M. Martínez s.n. [CMC01135] (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
119;Fig. 119 Dalbergia chontalensis Standl. & L.O.Williams, Leguminosae-Papilionoideae;"A: rama con hojas e inflorescencias; B: inflorescencia; C: flor; D: frutos.";"A, B, C según R. Villacorta & al. 1094 (LAGU); D según J. C. González & R. W. Herrera 466 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
120;Fig. 120 Dalbergia congestiflora Pittier, Leguminosae-Papilionoideae;"A: rama con hojas e inflorescencias; B: flor; C: frutos.";"A, B según V. M. Martínez s.n. [CMC00393] (LAGU); C según V. M. Martínez s.n. [CMC00497] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
